Id,Label
cam2_0013190122211442103.tif,good
cam2_0013190204124904304.tif,black_defect
cam4_0013190304152448201.tif,good
cam3_9999190314122955964.tif,good
cam4_9999190314082321343.tif,teeth_defect
cam2_0013190218232750203.tif,silver_defect
cam2_0013190209070156203.tif,silver_defect
cam4_9999190306063008974.tif,teeth_defect
cam3_9999190320114547441.tif,good
cam4_0013190214002336301.tif,good
cam1_0013190223222454102.tif,black_defect
cam4_0013190122183802204.tif,good
cam4_0013190204120642201.tif,black_defect
cam1_0013190326194432302.tif,black_spot_sideprotector
cam4_9999190314082659431.tif,teeth_defect
cam1_0013190214230616103.tif,black_spot_sideprotector
cam4_0013190122084454303.tif,good
cam2_0013190225132128104.tif,silver_defect
cam4_0013190402023028304.tif,silver_defect
cam1_0013190214164802101.tif,black_spot_sideprotector
cam2_0016190307211032204.tif,good
cam4_9999190306052935583.tif,teeth_defect
cam2_0013190307024830204.tif,silver_defect
cam2_0013190324141518104.tif,black_defect
cam2_9999190306080540683.tif,teeth_defect
cam4_0013190214071550203.tif,silver_defect
cam3_0016190203035006201.tif,black_defect
cam4_9999190306060754441.tif,teeth_defect
cam4_0013190212203950202.tif,silver_defect
cam2_0013190401090256303.tif,black_defect
cam4_0016190318092705104.tif,silver_defect
cam3_0013190402180324103.tif,silver_defect
cam4_0013190326230748203.tif,black_defect
cam4_0013190330074806202.tif,silver_defect
cam4_9999190306031510690.tif,teeth_defect
cam4_0013190207104526103.tif,black_defect
cam2_9999190306083253272.tif,teeth_defect
cam4_0013190402212654103.tif,black_defect
cam4_0013190218110200303.tif,black_spot_sideprotector
cam1_0016190205061208104.tif,teeth_defect
cam1_0013190216224106303.tif,silver_defect
cam2_0016190308041151102.tif,good
cam3_9999190320114435414.tif,good
cam4_0013190214082034202.tif,silver_defect
cam4_0013190213211742203.tif,black_spot_sideprotector
cam3_9999190314153151142.tif,good
cam4_0013190207130018104.tif,black_defect
cam1_0013190217162824304.tif,black_spot_sideprotector
cam1_0013190204121636303.tif,black_spot_sideprotector
cam2_0013190122203200101.tif,good
cam1_0013190207071532304.tif,black_defect
cam2_9999190306112120728.tif,teeth_defect
cam1_0013190329134422301.tif,black_defect
cam1_0013190214111518102.tif,silver_defect
cam2_0013190216231036304.tif,silver_defect
cam4_0013190303023142303.tif,black_defect
cam1_0013190220122410304.tif,black_spot_sideprotector
cam1_0013190204105544203.tif,black_spot_sideprotector
cam1_0013190215082804303.tif,black_spot_sideprotector
cam4_0013190326073016102.tif,black_defect
cam1_0013190207131730302.tif,black_spot_sideprotector
cam4_0013190307003558203.tif,black_defect
cam4_9999190306032616943.tif,teeth_defect
cam4_0013190214082750303.tif,silver_defect
cam1_0013190205041440202.tif,black_spot_sideprotector
cam1_0013190323094002203.tif,teeth_defect
cam4_0013190329145410201.tif,silver_defect
cam4_0013190214103942202.tif,silver_defect
cam4_0013190303144942304.tif,black_defect
cam4_0013190214102524104.tif,silver_defect
cam1_0013190218141426302.tif,black_spot_sideprotector
cam1_0013190202163026201.tif,black_spot_sideprotector
cam4_0013190214105844102.tif,silver_defect
cam3_0013190217180334102.tif,silver_defect
cam4_0013190323094404103.tif,black_defect
cam2_0013190402140052204.tif,silver_defect
cam1_0013190209032152104.tif,black_spot_sideprotector
cam1_0013190217222032304.tif,black_spot_sideprotector
cam4_0013190330105222302.tif,silver_defect
cam2_0013190219031448202.tif,silver_defect
cam1_0016190316034330102.tif,black_defect
cam1_0013190220234648304.tif,silver_defect
cam4_0013190214072748102.tif,black_defect
cam2_0013190219022512101.tif,silver_defect
cam3_9999190320142846440.tif,good
cam4_9999190306041108972.tif,teeth_defect
cam4_0013190213221000303.tif,silver_defect
cam4_9999190306050529052.tif,teeth_defect
cam1_9999190320112650969.tif,good
cam4_0013190213231040204.tif,black_defect
cam1_0013190215074528204.tif,black_spot_sideprotector
cam4_0013190207132742301.tif,black_defect
cam1_0013190214134824303.tif,black_spot_sideprotector
cam3_0013190403063248102.tif,black_defect
cam2_0013190326163938102.tif,black_defect
cam4_0013190122170254301.tif,good
cam4_0016190307230027101.tif,good
cam3_9999190314111131496.tif,good
cam3_0013190324150012102.tif,black_defect
cam1_0013190207092950101.tif,black_defect
cam4_0016190329053633104.tif,teeth_defect
cam1_0013190207123652204.tif,black_defect
cam2_0016190307222554103.tif,good
cam2_0013190402153116303.tif,silver_defect
cam4_0013190211021836303.tif,black_defect
cam1_0013190218095520202.tif,black_spot_sideprotector
cam2_0013190122165042301.tif,good
cam2_9999190306040554850.tif,teeth_defect
cam1_0013190215112750103.tif,black_spot_sideprotector
cam4_9999190306014314871.tif,teeth_defect
cam1_0013190316075428204.tif,silver_defect
cam3_0013190323173406203.tif,silver_defect
cam3_9999190320142547367.tif,good
cam3_0013190210215042202.tif,silver_defect
cam1_0013190217042202101.tif,black_spot_sideprotector
cam1_0013190218112340101.tif,black_spot_sideprotector
cam1_0013190207081628304.tif,black_defect
cam1_0013190207151630304.tif,silver_defect
cam1_0013190212030114203.tif,black_defect
cam4_0013190217074208203.tif,black_defect
cam1_0013190221215556304.tif,black_spot_sideprotector
cam3_0013190329170020304.tif,silver_defect
cam3_0013190219014910103.tif,silver_defect
cam4_0013190403070916202.tif,black_defect
cam1_0013190313141138103.tif,black_defect
cam3_0013190402031132304.tif,silver_defect
cam2_0016190205025457204.tif,teeth_defect
cam4_9999190306051739346.tif,teeth_defect
cam4_0016190307221650204.tif,good
cam3_9999190320111109701.tif,good
cam1_0013190209072428203.tif,black_spot_sideprotector
cam4_9999190306080142576.tif,teeth_defect
cam4_0013190212181400203.tif,black_defect
cam1_0013190216083034103.tif,silver_defect
cam1_9999190306080717718.tif,teeth_defect
cam2_9999190306054921969.tif,teeth_defect
cam1_0013190204060950204.tif,black_spot_sideprotector
cam2_0016190307124546201.tif,good
cam1_0013190214234710304.tif,black_spot_sideprotector
cam1_0013190214103456102.tif,silver_defect
cam1_0013190214221936302.tif,black_spot_sideprotector
cam4_0016190307142750202.tif,good
cam2_0013190122091640102.tif,good
cam4_0013190211185458201.tif,good
cam1_0013190331194814304.tif,black_spot_sideprotector
cam1_0013190402213804104.tif,black_spot_sideprotector
cam1_0013190319071512302.tif,black_defect
cam2_9999190306030836595.tif,teeth_defect
cam1_0013190214073634202.tif,silver_defect
cam1_0013190217184818103.tif,black_spot_sideprotector
cam1_0013190310121032201.tif,silver_defect
cam2_0016190307164901302.tif,good
cam2_0016190308032248204.tif,good
cam1_0013190204021634101.tif,silver_defect
cam4_0016190307234957101.tif,good
cam1_0013190307215734202.tif,silver_defect
cam3_0013190209174020103.tif,black_spot_sideprotector
cam1_9999190306081403868.tif,teeth_defect
cam3_9999190320144531871.tif,good
cam1_9999190320140409783.tif,good
cam1_0013190323174904302.tif,silver_defect
cam3_0013190321155936101.tif,black_defect
cam2_0016190308064327101.tif,good
cam1_0013190216095624203.tif,silver_defect
cam1_0013190204082148204.tif,black_spot_sideprotector
cam1_0013190326234834301.tif,black_defect
cam1_0013190327003446302.tif,black_defect
cam1_9999190306032807997.tif,teeth_defect
cam2_0016190307182552201.tif,good
cam4_0013190214112120101.tif,silver_defect
cam2_0013190303040808201.tif,silver_defect
cam1_0013190214133038302.tif,black_spot_sideprotector
cam2_9999190306072122781.tif,teeth_defect
cam3_0013190324150244304.tif,black_defect
cam1_0013190204174850102.tif,black_spot_sideprotector
cam1_0013190220032640101.tif,silver_defect
cam1_0013190301024234303.tif,silver_defect
cam4_0013190217170226303.tif,black_spot_sideprotector
cam1_0013190316124904303.tif,black_defect
cam4_0013190204113606102.tif,black_defect
cam4_0013190325021442301.tif,black_defect
cam4_0013190213231516301.tif,black_defect
cam2_0013190211191536303.tif,good
cam4_0013190213143652201.tif,black_defect
cam4_0013190204121156301.tif,black_defect
cam1_0013190218133418303.tif,black_spot_sideprotector
cam1_0013190209054404303.tif,black_spot_sideprotector
cam1_0013190321020826101.tif,black_defect
cam1_0013190203163052101.tif,black_spot_sideprotector
cam4_0013190207085520302.tif,black_defect
cam4_9999190306082630104.tif,teeth_defect
cam4_0013190214074506201.tif,silver_defect
cam1_0013190205045800303.tif,black_spot_sideprotector
cam4_9999190306015122081.tif,teeth_defect
cam2_0016190308065105302.tif,good
cam2_9999190314081724160.tif,teeth_defect
cam1_0013190204010052301.tif,black_spot_sideprotector
cam4_9999190306075522444.tif,teeth_defect
cam4_0013190214101206304.tif,silver_defect
cam4_9999190306040919928.tif,teeth_defect
cam1_0013190214235214101.tif,black_spot_sideprotector
cam1_9999190320161408860.tif,good
cam3_9999190320111948757.tif,good
cam4_0013190326072156104.tif,black_defect
cam2_0013190322135028104.tif,silver_defect
cam1_9999190306062746919.tif,teeth_defect
cam4_9999190306051854378.tif,teeth_defect
cam1_0016190301002249104.tif,teeth_defect
cam3_9999190314085816059.tif,good
cam3_9999190320095207773.tif,good
cam4_0016190307171524103.tif,good
cam2_9999190306061024503.tif,teeth_defect
cam1_0013190217072644202.tif,black_spot_sideprotector
cam1_0013190216123558201.tif,black_spot_sideprotector
cam1_0013190314180022303.tif,silver_defect
cam1_9999190320164910686.tif,good
cam1_0013190215092904202.tif,black_spot_sideprotector
cam2_0013190209070206303.tif,silver_defect
cam4_0013190304152510101.tif,good
cam4_0013190202200506303.tif,silver_defect
cam1_0013190301212054104.tif,silver_defect
cam1_0013190209061938103.tif,black_spot_sideprotector
cam1_9999190320120752822.tif,good
cam2_0013190122210306301.tif,good
cam2_0013190319133300101.tif,silver_defect
cam4_0013190220121728302.tif,black_defect
cam4_9999190306040204758.tif,teeth_defect
cam1_0013190217091056303.tif,black_defect
cam2_0016190307200806204.tif,good
cam4_9999190320143703653.tif,teeth_defect
cam4_0016190307144405303.tif,good
cam1_0013190219043310201.tif,silver_defect
cam3_0013190402073636301.tif,black_spot_sideprotector
cam1_0013190313061252203.tif,silver_defect
cam1_0013190202233742203.tif,black_spot_sideprotector
cam2_0013190304171752102.tif,good
cam4_0013190331012534103.tif,silver_defect
cam3_0013190217073838301.tif,black_defect
cam1_0013190213223050102.tif,black_defect
cam4_0013190324212930201.tif,black_defect
cam4_0013190330102808202.tif,black_defect
cam4_0013190214104812104.tif,silver_defect
cam1_0013190204130408204.tif,black_spot_sideprotector
cam1_0013190215073630303.tif,black_spot_sideprotector
cam4_0013190214091556304.tif,silver_defect
cam2_0013190307013122101.tif,silver_defect
cam4_9999190306082851172.tif,teeth_defect
cam1_0013190220171854201.tif,black_defect
cam1_9999190320145130998.tif,good
cam1_0013190203034108204.tif,black_spot_sideprotector
cam3_9999190320141605117.tif,good
cam2_0013190207085810201.tif,black_defect
cam4_0016190307191844301.tif,good
cam4_0016190307230227201.tif,good
cam1_0016190316172646101.tif,black_defect
cam4_0013190213182538101.tif,silver_defect
cam4_0013190204121126301.tif,black_defect
cam4_0013190401015944101.tif,silver_defect
cam2_0016190307201526202.tif,good
cam3_9999190320082943054.tif,good
cam2_0013190122065004201.tif,good
cam4_0013190220162538204.tif,black_defect
cam1_0013190218063646204.tif,black_spot_sideprotector
cam4_0013190204121206101.tif,black_defect
cam2_9999190306071859729.tif,teeth_defect
cam4_0013190225153200203.tif,black_defect
cam4_0013190204123030104.tif,black_defect
cam2_0013190324131140303.tif,silver_defect
cam4_0013190213112300202.tif,silver_defect
cam4_9999190306044438656.tif,teeth_defect
cam1_0013190215000604202.tif,black_spot_sideprotector
cam4_0013190310143016301.tif,black_defect
cam4_0013190309033402203.tif,black_defect
cam1_0013190219073414204.tif,black_spot_sideprotector
cam1_0013190216094016301.tif,black_spot_sideprotector
cam1_0013190215031102103.tif,black_spot_sideprotector
cam4_0016190307200931203.tif,good
cam2_0013190319041120302.tif,silver_defect
cam4_9999190306031706751.tif,teeth_defect
cam1_0013190216175432101.tif,black_spot_sideprotector
cam1_0016190324114654204.tif,silver_defect
cam3_0013190317042730303.tif,silver_defect
cam4_0013190214061508301.tif,black_defect
cam2_0013190122095044302.tif,good
cam2_0013190224223108103.tif,silver_defect
cam1_0013190204080232203.tif,black_spot_sideprotector
cam1_0016190226000622301.tif,black_defect
cam2_0013190207085800101.tif,black_defect
cam3_0013190326153350102.tif,black_defect
cam1_0013190223222304301.tif,black_defect
cam4_0013190330072400103.tif,black_defect
cam1_0013190204150934102.tif,black_spot_sideprotector
cam3_0016190218082010204.tif,teeth_defect
cam1_0013190214065126104.tif,silver_defect
cam1_0016190401192334202.tif,black_defect
cam1_0013190216235822102.tif,silver_defect
cam1_0013190209171802203.tif,black_spot_sideprotector
cam4_0013190207073800301.tif,black_defect
cam4_9999190306072958957.tif,teeth_defect
cam4_0013190313045532202.tif,black_defect
cam2_0013190307025736302.tif,black_spot_sideprotector
cam2_9999190306041538082.tif,teeth_defect
cam3_9999190320170538090.tif,good
cam4_0013190122195812103.tif,good
cam4_9999190306015643206.tif,teeth_defect
cam2_0016190307165256302.tif,good
cam1_0013190217084040201.tif,black_defect
cam4_0013190326102348203.tif,teeth_defect
cam4_0016190307153323304.tif,good
cam4_9999190306035033480.tif,teeth_defect
cam1_9999190306065316531.tif,teeth_defect
cam3_0013190323202906304.tif,silver_defect
cam1_0013190203123822104.tif,black_spot_sideprotector
cam1_0013190326191236101.tif,silver_defect
cam2_0016190217022833204.tif,teeth_defect
cam4_9999190306041241008.tif,teeth_defect
cam2_0016190307132027204.tif,good
cam2_0013190401112320104.tif,silver_defect
cam1_0013190220164550201.tif,black_defect
cam1_0013190217222608304.tif,black_spot_sideprotector
cam3_9999190320071542778.tif,good
cam4_0013190214100346202.tif,silver_defect
cam2_9999190306080127570.tif,teeth_defect
cam1_0013190221013352304.tif,silver_defect
cam1_0013190214134330103.tif,silver_defect
cam3_0013190308091914304.tif,silver_defect
cam1_0013190214235104301.tif,black_spot_sideprotector
cam3_0013190308143548304.tif,silver_defect
cam3_9999190320132054324.tif,good
cam3_9999190320094258557.tif,good
cam3_9999190314124943302.tif,good
cam1_0013190214234920104.tif,black_spot_sideprotector
cam4_0013190204121116201.tif,black_defect
cam2_0013190207105008201.tif,black_defect
cam4_0013190207072406204.tif,black_defect
cam4_0013190214104902304.tif,silver_defect
cam3_0013190301142600103.tif,black_spot_sideprotector
cam3_0013190218133846301.tif,silver_defect
cam2_0013190204141332204.tif,black_spot_sideprotector
cam2_0016190308020956102.tif,good
cam4_0013190204120904101.tif,black_defect
cam1_0016190226204552102.tif,black_defect
cam1_0013190222144208304.tif,silver_defect
cam4_0013190219153438102.tif,black_defect
cam4_0013190214062640202.tif,silver_defect
cam3_9999190314124924294.tif,good
cam1_0013190220171056301.tif,black_defect
cam1_0016190316033938302.tif,black_defect
cam4_0013190324212940301.tif,black_defect
cam1_0013190216191112102.tif,black_spot_sideprotector
cam4_0016190307201502204.tif,good
cam1_0013190217090934103.tif,black_defect
cam1_9999190320125918950.tif,good
cam3_9999190314121055751.tif,good
cam1_0013190219160650203.tif,teeth_defect
cam4_0013190326072902302.tif,black_defect
cam1_0016190320201536303.tif,black_defect
cam2_0016190308074504101.tif,good
cam4_0013190205052110203.tif,silver_defect
cam1_0013190202131242304.tif,black_spot_sideprotector
cam4_0013190214055518203.tif,good
cam2_0013190308042754201.tif,silver_defect
cam4_0013190214073144304.tif,silver_defect
cam1_0013190214183548101.tif,black_spot_sideprotector
cam2_0013190331111620203.tif,black_defect
cam2_0016190308004447301.tif,good
cam3_9999190320113554200.tif,good
cam2_0016190308061524203.tif,good
cam4_0016190316045356301.tif,black_defect
cam2_0013190219011350302.tif,silver_defect
cam4_0013190316124444302.tif,black_defect
cam4_9999190306024127155.tif,teeth_defect
cam4_0013190330090610301.tif,black_defect
cam2_9999190306050014924.tif,teeth_defect
cam4_0013190215094506103.tif,teeth_defect
cam4_0016190302051009301.tif,black_defect
cam4_9999190306031627731.tif,teeth_defect
cam4_0013190123045028203.tif,silver_defect
cam1_9999190306040100735.tif,teeth_defect
cam4_0013190214071208103.tif,silver_defect
cam4_0013190211191814101.tif,good
cam3_0013190227015436201.tif,silver_defect
cam3_9999190320113001054.tif,good
cam3_9999190320161520895.tif,good
cam4_0013190214102716304.tif,silver_defect
cam4_9999190306025516411.tif,teeth_defect
cam4_0013190213221706304.tif,black_defect
cam1_0013190204130852304.tif,black_spot_sideprotector
cam1_0016190215203936304.tif,teeth_defect
cam1_0013190219123126301.tif,silver_defect
cam2_0016190307144955203.tif,good
cam2_9999190306041117978.tif,teeth_defect
cam4_0013190315170308302.tif,black_defect
cam1_0016190316172609301.tif,black_defect
cam4_0013190214002322103.tif,good
cam1_0013190322150332102.tif,black_defect
cam4_0016190226135505201.tif,teeth_defect
cam1_0013190217205724202.tif,black_spot_sideprotector
cam3_0013190324150212304.tif,black_defect
cam1_0013190202210310203.tif,silver_defect
cam1_0013190221151356302.tif,black_spot_sideprotector
cam2_0013190214083606102.tif,silver_defect
cam4_0016190307163434304.tif,good
cam1_0013190215223300301.tif,black_spot_sideprotector
cam2_0016190308041357203.tif,good
cam4_0013190204105624302.tif,black_defect
cam1_0013190217070432101.tif,black_spot_sideprotector
cam3_0013190213205306103.tif,black_defect
cam4_9999190306030217513.tif,teeth_defect
cam1_9999190320124403633.tif,good
cam1_0013190215040754302.tif,black_spot_sideprotector
cam2_0016190308062102203.tif,good
cam1_9999190320170236008.tif,good
cam1_9999190306020357373.tif,teeth_defect
cam1_0013190217084400303.tif,black_spot_sideprotector
cam2_0016190307182600301.tif,good
cam3_0013190402225120301.tif,silver_defect
cam3_0013190403065950301.tif,black_defect
cam4_9999190306060849461.tif,teeth_defect
cam1_0013190214121756302.tif,silver_defect
cam1_0013190204072800204.tif,silver_defect
cam3_0013190330091348104.tif,black_defect
cam1_0013190315121056302.tif,black_spot_sideprotector
cam1_0013190222063806102.tif,silver_defect
cam2_0016190307133453301.tif,good
cam1_0013190216073738301.tif,silver_defect
cam4_0013190122164324203.tif,good
cam3_0013190403063308302.tif,black_defect
cam1_0013190202130906304.tif,black_spot_sideprotector
cam1_0013190309230326304.tif,silver_defect
cam2_0016190201180444301.tif,teeth_defect
cam2_9999190306033112074.tif,teeth_defect
cam1_0013190217090002202.tif,black_defect
cam2_0013190122065216301.tif,good
cam4_0013190122094428203.tif,good
cam2_0013190214055830303.tif,good
cam1_0013190214235124201.tif,black_spot_sideprotector
cam1_0013190209165356102.tif,black_spot_sideprotector
cam4_0016190324144527102.tif,silver_defect
cam4_0013190205235806202.tif,black_defect
cam4_0016190307223845101.tif,good
cam1_0013190216223946103.tif,silver_defect
cam1_9999190306063902192.tif,teeth_defect
cam1_0013190217213816302.tif,black_spot_sideprotector
cam1_9999190306051106190.tif,teeth_defect
cam1_0013190214201356304.tif,black_spot_sideprotector
cam4_0016190307222144104.tif,good
cam1_0013190204180950104.tif,black_spot_sideprotector
cam1_9999190320121453009.tif,good
cam2_9999190306015859256.tif,teeth_defect
cam3_0013190222115208302.tif,black_defect
cam2_0013190322074332202.tif,silver_defect
cam1_9999190320165314795.tif,good
cam1_0013190217075936302.tif,black_spot_sideprotector
cam4_0016190226004112304.tif,black_defect
cam2_9999190306061831696.tif,teeth_defect
cam1_9999190306073808119.tif,teeth_defect
cam2_9999190306025957481.tif,teeth_defect
cam4_9999190306053306627.tif,teeth_defect
cam4_9999190306043105452.tif,teeth_defect
cam1_0013190217085626201.tif,black_defect
cam4_9999190306050404016.tif,teeth_defect
cam1_0013190207090032304.tif,black_defect
cam3_0013190321091256103.tif,silver_defect
cam3_0013190330102632201.tif,silver_defect
cam1_0013190215061422204.tif,black_spot_sideprotector
cam1_0013190221221332301.tif,black_spot_sideprotector
cam4_9999190306063718151.tif,teeth_defect
cam4_0013190203160616202.tif,black_defect
cam4_9999190306064807405.tif,teeth_defect
cam3_0013190207144308303.tif,black_defect
cam4_0013190308111240203.tif,black_defect
cam2_0016190307213007101.tif,good
cam1_0013190219095606103.tif,black_spot_sideprotector
cam2_0016190307191858103.tif,good
cam4_0013190225102748204.tif,black_spot_sideprotector
cam1_9999190306062727911.tif,teeth_defect
cam2_0013190330104910204.tif,black_defect
cam3_0013190324234506201.tif,silver_defect
cam1_0013190217050042303.tif,silver_defect
cam3_9999190320105006346.tif,good
cam4_9999190306050014926.tif,teeth_defect
cam1_0013190215120036101.tif,teeth_defect
cam1_0013190215135704102.tif,black_spot_sideprotector
cam4_9999190306053345639.tif,teeth_defect
cam4_9999190306072507848.tif,teeth_defect
cam1_0013190308132542301.tif,black_spot_sideprotector
cam2_0013190204092240203.tif,silver_defect
cam4_0013190305200638302.tif,black_defect
cam1_0016190224145341104.tif,black_defect
cam4_0016190307180745203.tif,good
cam3_0013190213200422103.tif,silver_defect
cam1_0013190203084648103.tif,black_spot_sideprotector
cam3_0013190309033144102.tif,silver_defect
cam4_9999190306025126293.tif,teeth_defect
cam4_0016190218133038104.tif,teeth_defect
cam1_0013190212120254202.tif,silver_defect
cam3_0013190324205852104.tif,silver_defect
cam4_0016190218104708104.tif,teeth_defect
cam1_9999190320125428804.tif,good
cam1_0013190217075854202.tif,black_defect
cam3_9999190320063353935.tif,good
cam4_0016190307195333303.tif,good
cam4_9999190306051710334.tif,teeth_defect
cam1_0013190215101338203.tif,black_spot_sideprotector
cam1_0013190218135622104.tif,black_spot_sideprotector
cam3_0013190317075942204.tif,black_defect
cam1_0013190213010854103.tif,black_defect
cam2_0013190216094440201.tif,black_spot_sideprotector
cam4_0013190207083028104.tif,black_defect
cam4_9999190306032126839.tif,teeth_defect
cam3_0013190227175208201.tif,silver_defect
cam1_0013190212142022202.tif,silver_defect
cam3_0013190224063324303.tif,silver_defect
cam3_9999190320132450392.tif,good
cam1_0013190216121450301.tif,black_spot_sideprotector
cam4_0013190210082858301.tif,black_defect
cam4_0013190207072304204.tif,black_defect
cam4_9999190306015817242.tif,teeth_defect
cam4_9999190306020723454.tif,teeth_defect
cam1_0013190217082642304.tif,black_spot_sideprotector
cam1_0013190326231700102.tif,black_defect
cam2_0016190307132837104.tif,good
cam1_0013190214124630203.tif,black_spot_sideprotector
cam2_0013190205143716101.tif,black_defect
cam1_0013190218133448303.tif,silver_defect
cam1_0013190215102548204.tif,black_spot_sideprotector
cam1_0013190215084746303.tif,black_spot_sideprotector
cam1_0013190217163648202.tif,black_spot_sideprotector
cam1_0013190205000744102.tif,silver_defect
cam2_0013190330190034202.tif,silver_defect
cam1_0013190220042428301.tif,silver_defect
cam4_0013190208204134101.tif,black_spot_sideprotector
cam1_0013190209073352302.tif,black_spot_sideprotector
cam4_0013190214001024203.tif,good
cam1_0013190219172322101.tif,silver_defect
cam2_0013190122164510304.tif,good
cam2_0013190219031822202.tif,silver_defect
cam1_0013190402222638101.tif,silver_defect
cam1_0016190315134833302.tif,black_defect
cam2_0016190307231611304.tif,good
cam4_9999190320143924714.tif,teeth_defect
cam1_0013190214111508302.tif,silver_defect
cam2_9999190306073048983.tif,teeth_defect
cam2_0016190307221024203.tif,good
cam2_0013190216063940202.tif,black_spot_sideprotector
cam4_0013190329081046203.tif,teeth_defect
cam4_0013190214100550203.tif,silver_defect
